csv_file_name,input_text,prediction_type,prediction,datetime,execution_time,models
backend/src/data/data.csv,Los odio a todos en Bolivia,SENTIMENT_ANALYSIS,"{""category"":""Muy negativo"",""score"":-0.934093814343214,""inference_time_s"":0.3129849433898926,""inference_time_formatted"":""00:00:00.312"",""text_analyzed"":""Los odio a todos en Bolivia"",""model"":""lxyuan/distilbert-base-multilingual-cased-sentiments-student""}",2023-12-05 03:48:53,00:00:00.312,['lxyuan/distilbert-base-multilingual-cased-sentiments-student']
backend/src/data/data.csv,Los odio a todos en Bolivia,COMPLETE_ANALYSIS,"{""models"":[""lxyuan/distilbert-base-multilingual-cased-sentiments-student"",""es_core_news_md""],""inference_time_s"":0.027623653411865234,""inference_time_formatted"":""00:00:00.027"",""text_analyzed"":""Los odio a todos en Bolivia"",""pos_tagging"":[[""Los"",""DET""],[""odio"",""NOUN""],[""a"",""ADP""],[""todos"",""PRON""],[""en"",""ADP""],[""Bolivia"",""PROPN""]],""ner"":[[""Bolivia"",""LOC""]],""embeddings"":[3.41023325920105,-1.746799349784851,1.156387448310852,-0.19424861669540405,0.8202316761016846,0.21191668510437012,-0.5618683099746704,-1.7817167043685913,-1.1498700380325317,2.3798329830169678,1.3312249183654785,3.900066614151001,1.647641658782959,1.6041712760925293,-1.4751733541488647,2.3169147968292236,-0.23105335235595703,0.3057050406932831,-0.32741329073905945,1.9223684072494507,-0.28238004446029663,-0.042381662875413895,-0.24189503490924835,0.6406500339508057,-1.2356631755828857,2.4104018211364746,-0.6544999480247498,1.0317384004592896,1.3625049591064453,-1.9575066566467285,0.6344199776649475,0.5655933022499084,-1.2550081014633179,0.8848267197608948,0.0978333130478859,-1.440579891204834,-1.7633768320083618,-0.7354915738105774,0.03350004181265831,-0.17845666408538818,-1.0074833631515503,2.02551007270813,-2.397526502609253,0.426826149225235,-4.049833297729492,-0.5767000913619995,-1.4387542009353638,-0.582943320274353,0.15024328231811523,-0.18217003345489502,4.561520099639893,-0.3396182954311371,0.8861350417137146,3.1865599155426025,-1.115644931793213,-1.4742833375930786,0.01916337013244629,2.5857748985290527,0.10629286617040634,0.12005168944597244,-1.1027767658233643,0.609904944896698,0.020805060863494873,-0.5218883156776428,1.5511265993118286,0.43475666642189026,0.15049989521503448,-1.1586281061172485,0.4918993413448334,-1.2295267581939697,2.782083511352539,1.0081311464309692,1.3326832056045532,1.061233401298523,2.08691668510437,0.41575005650520325,0.6711615920066833,1.635298252105713,-1.6557682752609253,2.529458999633789,-1.9771366119384766,-1.818576693534851,-1.0499600172042847,2.633883237838745,0.011589010246098042,-1.1830366849899292,-1.7433000802993774,-2.068866491317749,1.3694316148757935,1.506266713142395,1.8689903020858765,1.6776200532913208,1.199629306793213,0.6401616334915161,0.8572949767112732,-0.19381171464920044,-0.05087631940841675,-0.799205482006073,-0.29866334795951843,1.4611183404922485,0.7276833057403564,2.392376661300659,-0.6250966787338257,-0.1986750364303589,-2.66141676902771,-1.005778431892395,0.3076566755771637,-2.6183583736419678,-2.639399766921997,3.0788071155548096,-2.1778533458709717,0.5250000357627869,-2.8994548320770264,-0.14265833795070648,0.7299399375915527,1.2874083518981934,-0.732574999332428,0.017245059832930565,0.4055666923522949,0.6541516184806824,1.9959317445755005,-1.3673533201217651,-0.7832417488098145,2.5128471851348877,-0.6415533423423767,-0.7521273493766785,-1.1001487970352173,0.2059182971715927,1.6625914573669434,1.7632442712783813,-0.7384384274482727,0.23983009159564972,-1.1532832384109497,1.9117817878723145,-0.898216724395752,-0.2148200124502182,0.08815997838973999,1.0672849416732788,-0.19660161435604095,1.1141432523727417,-0.278748482465744,2.9346764087677,-0.8638002276420593,1.814571499824524,-2.3627166748046875,-1.0459049940109253,0.1743917018175125,0.4796232283115387,-1.0759048461914062,0.8108049035072327,-0.8314200043678284,-0.8187171816825867,-0.5027300119400024,2.5107815265655518,-1.7478766441345215,0.8201799392700195,-1.4797931909561157,-0.37252339720726013,0.8465666770935059,1.6784982681274414,-2.6734819412231445,0.950291633605957,-0.13740335404872894,0.2947100102901459,1.5667682886123657,3.2154834270477295,-1.9946032762527466,-3.174631357192993,1.4766017198562622,-0.20995669066905975,2.6628730297088623,-0.1882966309785843,1.3551182746887207,3.4400556087493896,0.13029585778713226,-0.3783998489379883,0.3587847650051117,-0.6642266511917114,2.7848739624023438,0.7792850136756897,-1.0277843475341797,0.7457917332649231,2.7973482608795166,-2.071281671524048,-3.392191171646118,1.477211594581604,0.833641767501831,0.7215316891670227,0.3826267719268799,-0.7131833434104919,2.4286866188049316,2.874534845352173,-1.0608433485031128,0.28566721081733704,-0.05312667414546013,-0.7517867088317871,1.2459783554077148,-0.8956567645072937,0.1464816927909851,-0.08555352687835693,-0.4268932342529297,-0.7276945114135742,-1.08645498752594,-3.0390350818634033,1.5757484436035156,-0.6367902755737305,1.6462682485580444,0.5546767115592957,0.9313883185386658,2.9078800678253174,-1.570984959602356,-1.2989100217819214,-1.9205150604248047,-0.6867733001708984,1.101206660270691,0.4032295048236847,-0.1299833208322525,1.9629459381103516,-0.41899994015693665,-2.2682697772979736,-3.201573371887207,-1.8224283456802368,0.1298149675130844,-1.8538450002670288,-2.276599884033203,0.8255415558815002,0.6940166354179382,1.9972416162490845,0.10635167360305786,0.7421796917915344,-0.7532100081443787,-0.44426336884498596,-0.1616816371679306,-0.43744996190071106,0.04021334648132324,0.5983750820159912,-1.609390377998352,0.49308034777641296,1.0621949434280396,-1.597333312034607,2.4754984378814697,0.45845165848731995,-0.13046510517597198,1.0990833044052124,0.4044117033481598,-0.3567282259464264,2.0842301845550537,-0.2951333820819855,2.024763345718384,-0.9002552032470703,2.567247152328491,-1.6137501001358032,-1.434443473815918,1.4811397790908813,1.0190216302871704,0.30345168709754944,-1.525503158569336,-2.018793821334839,-0.10244335979223251,0.17616163194179535,1.0564099550247192,1.6653815507888794,0.47822335362434387,-2.0530402660369873,-0.6858916282653809,-0.7760767340660095,0.44491446018218994,2.7943265438079834,-0.8197832703590393,2.8851585388183594,-0.8041598200798035,-1.6327266693115234,0.936021625995636,-1.1034616231918335,-1.866129994392395,1.514111876487732,-0.6222100853919983,-0.09185268729925156,0.39109715819358826,-0.03371657803654671,0.20301830768585205,-1.718850016593933,1.345881462097168,0.4305483102798462,0.15725837647914886,1.2413781881332397,1.874151349067688,-0.48463165760040283,0.34437164664268494,-1.3229416608810425,0.759882926940918,0.8098716735839844,2.163015127182007,-0.054526686668395996,1.5767064094543457,0.5725650191307068,2.5705299377441406,2.3193681240081787,-1.0639666318893433,1.6658434867858887],""sentiment"":{""category"":""Muy negativo"",""score"":-0.934093814343214}}",2023-12-05 03:49:07,00:00:00.027,"['lxyuan/distilbert-base-multilingual-cased-sentiments-student', 'es_core_news_md']"
backend/src/data/data.csv,asdasd,SENTIMENT_ANALYSIS,"{""category"":""Poco negativo"",""score"":-0.323472261428833,""inference_time_s"":0.3371541500091553,""inference_time_formatted"":""00:00:00.337"",""text_analyzed"":""asdasd"",""model"":""/models/multilingual-sentiment""}",2023-12-05 05:51:00,00:00:00.337,['/models/multilingual-sentiment']
backend/src/data/data.csv,Los odio a todos,SENTIMENT_ANALYSIS,"{""category"":""Muy negativo"",""score"":-0.9194544367492199,""inference_time_s"":0.020576953887939453,""inference_time_formatted"":""00:00:00.020"",""text_analyzed"":""Los odio a todos"",""model"":""/models/multilingual-sentiment""}",2023-12-05 05:51:43,00:00:00.020,['/models/multilingual-sentiment']
backend/src/data/data.csv,Los quiero a todos,SENTIMENT_ANALYSIS,"{""category"":""Poco positivo"",""score"":0.3398415595293045,""inference_time_s"":0.018569231033325195,""inference_time_formatted"":""00:00:00.018"",""text_analyzed"":""Los quiero a todos"",""model"":""/models/multilingual-sentiment""}",2023-12-05 05:51:52,00:00:00.018,['/models/multilingual-sentiment']
backend/src/data/data.csv,Les deseo lo mejor a todos,SENTIMENT_ANALYSIS,"{""category"":""Muy positivo"",""score"":0.9230888988822699,""inference_time_s"":0.020087480545043945,""inference_time_formatted"":""00:00:00.020"",""text_analyzed"":""Les deseo lo mejor a todos"",""model"":""/models/multilingual-sentiment""}",2023-12-05 05:52:04,00:00:00.020,['/models/multilingual-sentiment']
backend/src/data/data.csv,Me gustaria ir de viaje,SENTIMENT_ANALYSIS,"{""category"":""Positivo"",""score"":0.60203717648983,""inference_time_s"":0.020110368728637695,""inference_time_formatted"":""00:00:00.020"",""text_analyzed"":""Me gustaria ir de viaje"",""model"":""/models/multilingual-sentiment""}",2023-12-05 05:52:16,00:00:00.020,['/models/multilingual-sentiment']
backend/src/data/data.csv,Estoy leyendo,SENTIMENT_ANALYSIS,"{""category"":""Poco positivo"",""score"":0.1456560492515564,""inference_time_s"":0.02009892463684082,""inference_time_formatted"":""00:00:00.020"",""text_analyzed"":""Estoy leyendo"",""model"":""/models/multilingual-sentiment""}",2023-12-05 05:52:27,00:00:00.020,['/models/multilingual-sentiment']
backend/src/data/data.csv,Estoy leyendo,SENTIMENT_ANALYSIS,"{""category"":""Poco positivo"",""score"":0.1456560492515564,""inference_time_s"":0.3207101821899414,""inference_time_formatted"":""00:00:00.320"",""text_analyzed"":""Estoy leyendo"",""model"":""backend\\src\\models\\multilingual-sentiment""}",2023-12-05 05:55:11,00:00:00.320,['backend\\src\\models\\multilingual-sentiment']
backend/src/data/data.csv,Los voy a matar a todos,COMPLETE_ANALYSIS,"{""models"":[""backend\\src\\models\\multilingual-sentiment"",""es_core_news_md""],""inference_time_s"":0.043448448181152344,""inference_time_formatted"":""00:00:00.043"",""text_analyzed"":""Los voy a matar a todos"",""pos_tagging"":[[""Los"",""PRON""],[""voy"",""AUX""],[""a"",""ADP""],[""matar"",""VERB""],[""a"",""ADP""],[""todos"",""PRON""]],""ner"":[],""embeddings"":[2.1916000843048096,-2.0403034687042236,0.23386816680431366,0.2819816768169403,0.26403340697288513,-1.8406410217285156,-0.692477285861969,-1.222301721572876,0.8579201102256775,3.123274564743042,-0.27516332268714905,4.425467014312744,1.5583133697509766,2.064845085144043,-0.8890318274497986,3.606121301651001,0.2525116503238678,0.26015496253967285,1.802050232887268,0.8715749382972717,-1.3989917039871216,0.19190667569637299,1.7565422058105469,-0.7098667025566101,-2.051971673965454,3.028853178024292,-1.5513482093811035,0.15902002155780792,1.0430983304977417,-0.9335666298866272,1.5046464204788208,0.6892216801643372,-2.087416648864746,1.4462000131607056,-1.7628999948501587,1.2424832582473755,-1.6931284666061401,-1.1503965854644775,-0.5194866061210632,-0.35023823380470276,0.2544216811656952,0.3079916536808014,-1.1220831871032715,0.5707989931106567,-3.6929452419281006,-2.3550331592559814,-1.193508267402649,-0.027583321556448936,3.1025352478027344,2.2734668254852295,3.8956449031829834,-0.6374533176422119,1.385243535041809,2.4459950923919678,-3.3694849014282227,-0.6604633331298828,1.4224249124526978,0.5697166323661804,0.9964973330497742,1.3284417390823364,0.18043828010559082,-0.2855283319950104,-0.6692000031471252,0.5922949910163879,-0.14918667078018188,-1.1942999362945557,-0.005145072937011719,-0.0055848159827291965,0.6132750511169434,1.502071738243103,1.3733500242233276,0.030937865376472473,1.8110265731811523,2.3226282596588135,1.130821704864502,-2.384500026702881,0.2496800273656845,1.246161699295044,-0.8907866477966309,3.1993789672851562,-1.7320833206176758,-1.4883766174316406,0.6817399859428406,1.219378113746643,0.3448829650878906,-0.9051067233085632,-1.2437082529067993,-1.7214332818984985,0.6519850492477417,2.517916440963745,2.850950002670288,2.861920118331909,4.776760101318359,0.44546666741371155,1.6630500555038452,0.23718325793743134,-1.8386629819869995,-1.0647350549697876,2.262704849243164,2.6411333084106445,0.21491171419620514,3.2164947986602783,-0.49105000495910645,1.4490333795547485,-0.8172716498374939,2.1681032180786133,0.30403339862823486,-3.751350164413452,-2.137906551361084,5.151783466339111,-1.383283257484436,1.6095166206359863,-3.807384729385376,-0.9868850111961365,2.187518358230591,0.5129366517066956,-2.6933813095092773,-2.073399782180786,1.811683177947998,-0.8943750262260437,1.4501317739486694,-2.0599284172058105,0.8431699872016907,1.3112300634384155,0.08342666178941727,-0.7112666964530945,-2.090564012527466,0.08607999235391617,1.997499942779541,2.85066819190979,-2.185598611831665,3.7470433712005615,-0.7090232968330383,3.83927321434021,-2.518509864807129,0.1897733211517334,-0.5771316885948181,0.720550000667572,-1.285068392753601,0.45331498980522156,-1.2526217699050903,1.867121696472168,-1.7135168313980103,1.1839749813079834,-2.4301998615264893,-0.6603333950042725,-0.6301832795143127,3.6338300704956055,-1.0973066091537476,2.2597501277923584,0.03596864640712738,0.060103219002485275,0.8836449980735779,2.148956775665283,-2.0298733711242676,0.2523415982723236,-2.3381667137145996,-2.6908648014068604,1.7852134704589844,0.17053331434726715,-3.7307116985321045,1.0087183713912964,-0.4574083089828491,0.8504834175109863,-0.0014667114010080695,2.294703245162964,-0.8820967674255371,-3.234161615371704,1.0579649209976196,-1.675895094871521,4.958714962005615,2.2656967639923096,1.7159451246261597,1.4666067361831665,1.1351550817489624,-0.9382531642913818,3.8791768550872803,3.443958282470703,0.22209598124027252,2.2603065967559814,-1.9578166007995605,1.19391667842865,3.307499885559082,-3.6506967544555664,-2.6138298511505127,3.0755832195281982,-0.1514883190393448,0.9999017119407654,1.6872167587280273,-1.1145166158676147,2.042834997177124,4.790414810180664,-1.3768668174743652,0.4948989450931549,-1.6285400390625,-1.3879899978637695,1.2208250761032104,-2.0424633026123047,-0.823777973651886,-0.20543332397937775,-2.691441535949707,0.19665998220443726,-1.3092149496078491,-2.04447340965271,0.9389550089836121,-0.1741819828748703,2.8068246841430664,-0.007511680480092764,1.9276450872421265,1.098603367805481,-2.8956682682037354,-1.264858365058899,-2.8197848796844482,0.4051499664783478,1.4659132957458496,-0.30132994055747986,0.5504500269889832,2.078274965286255,1.7169514894485474,-0.2757331132888794,-2.1201400756835938,-2.3364503383636475,2.9561469554901123,-1.6916683912277222,-3.9810397624969482,2.4720664024353027,4.391566753387451,0.6676233410835266,-1.2232567071914673,1.3954896926879883,-0.07075167447328568,-1.695893406867981,-1.4652700424194336,-1.343809723854065,0.04979662224650383,2.672853469848633,-2.7152814865112305,-0.44255462288856506,2.3958466053009033,-3.8397598266601562,3.891814947128296,0.5727266669273376,0.9088199734687805,0.6619667410850525,-0.243751659989357,-1.088129997253418,2.879483222961426,-2.9207351207733154,3.463399887084961,-3.7933666706085205,0.826200008392334,-1.799883246421814,-2.731248140335083,0.4888283312320709,1.6329883337020874,-0.034056663513183594,-2.142504930496216,-3.6959340572357178,1.1385706663131714,2.107128143310547,-0.3267933428287506,1.4956468343734741,1.4135135412216187,-4.605784893035889,-1.2982683181762695,1.6973333358764648,0.8314666748046875,1.4230815172195435,-1.9376417398452759,2.7133266925811768,0.47849002480506897,-0.2819100320339203,-2.5714848041534424,-2.033895254135132,-0.574608325958252,-0.4178982973098755,-2.0780231952667236,-1.882623314857483,-0.4464883804321289,1.0191482305526733,0.26429498195648193,-0.8689300417900085,0.6173733472824097,-1.7491167783737183,-1.8674583435058594,0.5789967179298401,0.9786999821662903,0.41085004806518555,0.20342330634593964,-0.811251699924469,3.04934024810791,0.6704166531562805,2.3702332973480225,-0.1690400093793869,1.1940633058547974,0.8125733733177185,1.9490915536880493,3.3090403079986572,-3.399183511734009,2.5262768268585205],""sentiment"":{""category"":""Negativo"",""score"":-0.5655408203601837}}",2023-12-05 05:55:26,00:00:00.043,"['backend\\src\\models\\multilingual-sentiment', 'es_core_news_md']"
backend/src/data/data.csv,Los voy a matar a todos,COMPLETE_ANALYSIS,"{""models"":[""backend\\src\\models\\multilingual-sentiment"",""es_core_news_md""],""inference_time_s"":0.3314659595489502,""inference_time_formatted"":""00:00:00.331"",""text_analyzed"":""Los voy a matar a todos"",""pos_tagging"":[[""Los"",""PRON""],[""voy"",""AUX""],[""a"",""ADP""],[""matar"",""VERB""],[""a"",""ADP""],[""todos"",""PRON""]],""ner"":[],""embeddings"":[2.1916000843048096,-2.0403034687042236,0.23386816680431366,0.2819816768169403,0.26403340697288513,-1.8406410217285156,-0.692477285861969,-1.222301721572876,0.8579201102256775,3.123274564743042,-0.27516332268714905,4.425467014312744,1.5583133697509766,2.064845085144043,-0.8890318274497986,3.606121301651001,0.2525116503238678,0.26015496253967285,1.802050232887268,0.8715749382972717,-1.3989917039871216,0.19190667569637299,1.7565422058105469,-0.7098667025566101,-2.051971673965454,3.028853178024292,-1.5513482093811035,0.15902002155780792,1.0430983304977417,-0.9335666298866272,1.5046464204788208,0.6892216801643372,-2.087416648864746,1.4462000131607056,-1.7628999948501587,1.2424832582473755,-1.6931284666061401,-1.1503965854644775,-0.5194866061210632,-0.35023823380470276,0.2544216811656952,0.3079916536808014,-1.1220831871032715,0.5707989931106567,-3.6929452419281006,-2.3550331592559814,-1.193508267402649,-0.027583321556448936,3.1025352478027344,2.2734668254852295,3.8956449031829834,-0.6374533176422119,1.385243535041809,2.4459950923919678,-3.3694849014282227,-0.6604633331298828,1.4224249124526978,0.5697166323661804,0.9964973330497742,1.3284417390823364,0.18043828010559082,-0.2855283319950104,-0.6692000031471252,0.5922949910163879,-0.14918667078018188,-1.1942999362945557,-0.005145072937011719,-0.0055848159827291965,0.6132750511169434,1.502071738243103,1.3733500242233276,0.030937865376472473,1.8110265731811523,2.3226282596588135,1.130821704864502,-2.384500026702881,0.2496800273656845,1.246161699295044,-0.8907866477966309,3.1993789672851562,-1.7320833206176758,-1.4883766174316406,0.6817399859428406,1.219378113746643,0.3448829650878906,-0.9051067233085632,-1.2437082529067993,-1.7214332818984985,0.6519850492477417,2.517916440963745,2.850950002670288,2.861920118331909,4.776760101318359,0.44546666741371155,1.6630500555038452,0.23718325793743134,-1.8386629819869995,-1.0647350549697876,2.262704849243164,2.6411333084106445,0.21491171419620514,3.2164947986602783,-0.49105000495910645,1.4490333795547485,-0.8172716498374939,2.1681032180786133,0.30403339862823486,-3.751350164413452,-2.137906551361084,5.151783466339111,-1.383283257484436,1.6095166206359863,-3.807384729385376,-0.9868850111961365,2.187518358230591,0.5129366517066956,-2.6933813095092773,-2.073399782180786,1.811683177947998,-0.8943750262260437,1.4501317739486694,-2.0599284172058105,0.8431699872016907,1.3112300634384155,0.08342666178941727,-0.7112666964530945,-2.090564012527466,0.08607999235391617,1.997499942779541,2.85066819190979,-2.185598611831665,3.7470433712005615,-0.7090232968330383,3.83927321434021,-2.518509864807129,0.1897733211517334,-0.5771316885948181,0.720550000667572,-1.285068392753601,0.45331498980522156,-1.2526217699050903,1.867121696472168,-1.7135168313980103,1.1839749813079834,-2.4301998615264893,-0.6603333950042725,-0.6301832795143127,3.6338300704956055,-1.0973066091537476,2.2597501277923584,0.03596864640712738,0.060103219002485275,0.8836449980735779,2.148956775665283,-2.0298733711242676,0.2523415982723236,-2.3381667137145996,-2.6908648014068604,1.7852134704589844,0.17053331434726715,-3.7307116985321045,1.0087183713912964,-0.4574083089828491,0.8504834175109863,-0.0014667114010080695,2.294703245162964,-0.8820967674255371,-3.234161615371704,1.0579649209976196,-1.675895094871521,4.958714962005615,2.2656967639923096,1.7159451246261597,1.4666067361831665,1.1351550817489624,-0.9382531642913818,3.8791768550872803,3.443958282470703,0.22209598124027252,2.2603065967559814,-1.9578166007995605,1.19391667842865,3.307499885559082,-3.6506967544555664,-2.6138298511505127,3.0755832195281982,-0.1514883190393448,0.9999017119407654,1.6872167587280273,-1.1145166158676147,2.042834997177124,4.790414810180664,-1.3768668174743652,0.4948989450931549,-1.6285400390625,-1.3879899978637695,1.2208250761032104,-2.0424633026123047,-0.823777973651886,-0.20543332397937775,-2.691441535949707,0.19665998220443726,-1.3092149496078491,-2.04447340965271,0.9389550089836121,-0.1741819828748703,2.8068246841430664,-0.007511680480092764,1.9276450872421265,1.098603367805481,-2.8956682682037354,-1.264858365058899,-2.8197848796844482,0.4051499664783478,1.4659132957458496,-0.30132994055747986,0.5504500269889832,2.078274965286255,1.7169514894485474,-0.2757331132888794,-2.1201400756835938,-2.3364503383636475,2.9561469554901123,-1.6916683912277222,-3.9810397624969482,2.4720664024353027,4.391566753387451,0.6676233410835266,-1.2232567071914673,1.3954896926879883,-0.07075167447328568,-1.695893406867981,-1.4652700424194336,-1.343809723854065,0.04979662224650383,2.672853469848633,-2.7152814865112305,-0.44255462288856506,2.3958466053009033,-3.8397598266601562,3.891814947128296,0.5727266669273376,0.9088199734687805,0.6619667410850525,-0.243751659989357,-1.088129997253418,2.879483222961426,-2.9207351207733154,3.463399887084961,-3.7933666706085205,0.826200008392334,-1.799883246421814,-2.731248140335083,0.4888283312320709,1.6329883337020874,-0.034056663513183594,-2.142504930496216,-3.6959340572357178,1.1385706663131714,2.107128143310547,-0.3267933428287506,1.4956468343734741,1.4135135412216187,-4.605784893035889,-1.2982683181762695,1.6973333358764648,0.8314666748046875,1.4230815172195435,-1.9376417398452759,2.7133266925811768,0.47849002480506897,-0.2819100320339203,-2.5714848041534424,-2.033895254135132,-0.574608325958252,-0.4178982973098755,-2.0780231952667236,-1.882623314857483,-0.4464883804321289,1.0191482305526733,0.26429498195648193,-0.8689300417900085,0.6173733472824097,-1.7491167783737183,-1.8674583435058594,0.5789967179298401,0.9786999821662903,0.41085004806518555,0.20342330634593964,-0.811251699924469,3.04934024810791,0.6704166531562805,2.3702332973480225,-0.1690400093793869,1.1940633058547974,0.8125733733177185,1.9490915536880493,3.3090403079986572,-3.399183511734009,2.5262768268585205],""sentiment"":{""category"":""Negativo"",""score"":-0.5960890799760818}}",2023-12-05 06:00:31,00:00:00.331,"['backend\\src\\models\\multilingual-sentiment', 'es_core_news_md']"
backend/src/data/data.csv,Los voy a matar a todos,SENTIMENT_ANALYSIS,"{""category"":""Negativo"",""score"":-0.5960890799760818,""inference_time_s"":0.019059181213378906,""inference_time_formatted"":""00:00:00.019"",""text_analyzed"":""Los voy a matar a todos"",""model"":""backend\\src\\models\\multilingual-sentiment""}",2023-12-05 06:00:44,00:00:00.019,['backend\\src\\models\\multilingual-sentiment']
backend/src/data/data.csv,Los odio a todos,SENTIMENT_ANALYSIS,"{""category"":""Muy negativo"",""score"":-0.9394280780106783,""inference_time_s"":0.018137454986572266,""inference_time_formatted"":""00:00:00.018"",""text_analyzed"":""Los odio a todos"",""model"":""backend\\src\\models\\multilingual-sentiment""}",2023-12-05 06:00:52,00:00:00.018,['backend\\src\\models\\multilingual-sentiment']
backend/src/data/data.csv,Los quiero a todos,SENTIMENT_ANALYSIS,"{""category"":""Poco positivo"",""score"":0.2805413007736206,""inference_time_s"":0.020791292190551758,""inference_time_formatted"":""00:00:00.020"",""text_analyzed"":""Los quiero a todos"",""model"":""backend\\src\\models\\multilingual-sentiment""}",2023-12-05 06:01:00,00:00:00.020,['backend\\src\\models\\multilingual-sentiment']
backend/src/data/data.csv,Te amo,SENTIMENT_ANALYSIS,"{""category"":""Poco positivo"",""score"":0.38730481266975403,""inference_time_s"":0.01709151268005371,""inference_time_formatted"":""00:00:00.017"",""text_analyzed"":""Te amo"",""model"":""backend\\src\\models\\multilingual-sentiment""}",2023-12-05 06:01:18,00:00:00.017,['backend\\src\\models\\multilingual-sentiment']
backend/src/data/data.csv,Quiero ayudarte,SENTIMENT_ANALYSIS,"{""category"":""Muy positivo"",""score"":0.7618240118026733,""inference_time_s"":0.018090486526489258,""inference_time_formatted"":""00:00:00.018"",""text_analyzed"":""Quiero ayudarte"",""model"":""backend\\src\\models\\multilingual-sentiment""}",2023-12-05 06:01:28,00:00:00.018,['backend\\src\\models\\multilingual-sentiment']
